Z mean train,Z variance train,KL Divergence,KL Loss,QF Loss,VF Loss,Policy Loss,Q Predictions Mean,Q Predictions Std,Q Predictions Max,Q Predictions Min,V Predictions Mean,V Predictions Std,V Predictions Max,V Predictions Min,Log Pis Mean,Log Pis Std,Log Pis Max,Log Pis Min,Policy mu Mean,Policy mu Std,Policy mu Max,Policy mu Min,Policy log std Mean,Policy log std Std,Policy log std Max,Policy log std Min,Z mean eval,Z variance eval,AverageTrainReturn_all_train_tasks,AverageReturn_all_train_tasks,AverageReturn_all_test_tasks,Number of train steps total,Number of env steps total,Number of rollouts total,Train Time (s),(Previous) Eval Time (s),Sample Time (s),Epoch Time (s),Total Train Time (s),Epoch
1.4256587,0.07309852,68.67168,6.867168,160.33356,58.592392,-751.6336,743.17773,407.4244,1761.4379,-19.395111,750.7484,403.7784,1745.8591,-1.0914134,0.1733324,3.0479846,13.957245,-8.095925,-0.12495009,0.95348877,2.374498,-2.426527,-0.4779503,0.21087673,0.064642325,-1.7248869,2.189662,0.028050894,774.9764645693365,598.7010574162125,807.2224820841551,40000,204000,0,65.01172295887955,6.417277764994651,5.390063544502482,76.81906426837668,1542.0226187438238,19
2.2182164,0.06436588,122.39455,12.239455,259.675,78.326126,-730.6131,718.00616,147.76474,969.29486,42.259983,730.15924,146.58743,977.93146,54.06053,0.36717993,2.7255433,8.844007,-9.6343775,-0.07525479,0.98344404,3.1799178,-2.9502964,-0.4748262,0.26824304,0.10793279,-1.9332325,2.6292026,0.037792288,1028.1574953983757,915.5834751868518,817.938506851525,42000,214000,0,62.31192497396842,6.542283636983484,5.392675500130281,74.24688411108218,1616.1270727820229,20
1.5797095,0.0654589,69.969666,6.996967,180.38408,220.14339,-1110.9753,1104.1405,353.0398,1698.4978,18.77549,1122.2874,353.3993,1719.2833,42.465317,1.5249765,3.2759604,15.232995,-7.9411197,-0.18111037,1.1185539,3.4645252,-2.9178147,-0.5352369,0.19441955,0.14684308,-1.6238236,1.9269842,0.047979493,1043.4052916485496,1023.5402415121163,605.3581652275564,44000,224000,0,56.93914034101181,6.400013278005645,5.240547186462209,68.57970080547966,1684.6794547061436,21
1.8002205,0.06458997,71.53341,7.153341,158.07358,110.624504,-967.11395,956.73444,370.09586,1662.1058,-35.091507,961.5065,365.2133,1659.0938,-32.074787,1.0737485,3.1100507,11.303847,-7.284761,-0.1643395,1.0598537,2.4584925,-2.4913497,-0.50534433,0.20681442,0.055940386,-1.6839573,2.4462013,0.050139613,1044.8156764858466,1050.5952377698468,669.9188035124971,46000,234000,0,65.32769020996056,6.373770661884919,5.347267660778016,77.0487285326235,1761.6265366463922,22
2.241436,0.06817074,109.70901,10.970901,227.80795,205.00436,-958.3974,949.6478,387.47168,1943.2859,-6.526275,947.8396,384.95337,1923.2958,-33.320297,0.866039,3.1026423,13.16669,-9.831101,-0.09396327,1.0358566,3.1601405,-2.8080535,-0.48177782,0.24149153,0.07298043,-1.8577185,1.7790409,0.017894287,637.6483337137619,237.6735843756908,539.1302848487455,48000,244000,0,63.53946098103188,6.272029818035662,5.265376121038571,75.07686692010611,1836.8722687663976,23
2.0120664,0.055511434,110.31714,11.031714,187.82407,77.98638,-984.19183,974.673,483.1091,2158.996,54.852074,987.16565,482.4628,2156.7058,76.77821,0.8554137,3.3168452,12.795952,-8.967707,-0.12675677,1.0241299,2.828739,-2.8813627,-0.49290848,0.23224838,0.107391536,-1.6410758,1.9035232,0.024264455,835.3132615137397,385.27355041564243,845.9061055863917,50000,254000,0,65.43166942102835,6.440966957015917,5.32868414092809,77.20132051897235,1914.01108103944,24
1.7258425,0.039928548,82.98317,8.298317,195.22723,71.170105,-880.3238,872.85315,360.01242,1786.4988,-164.81432,881.5831,357.29434,1779.9536,-129.92438,0.5371037,2.9732945,12.424519,-8.219856,-0.15005814,0.9796122,2.316105,-2.570117,-0.50983286,0.2349343,0.012005568,-1.7101189,1.8674612,0.043577243,1046.0415381041532,1009.9590533032929,644.7132632504879,52000,264000,0,65.41618365398608,6.378991154022515,5.2197956261225045,77.0149704341311,1991.1703469806816,25
1.835393,0.04769201,108.35452,10.835452,221.96375,139.9448,-1201.7936,1188.9678,529.23785,2118.3857,-310.59567,1203.6116,527.3835,2122.3374,-276.055,1.4902482,3.5185661,13.682917,-10.390157,-0.1899762,1.1087928,2.918793,-4.881349,-0.51795715,0.21150465,0.06935431,-1.6817433,1.6411521,0.03965903,669.4598900564715,379.9234328433581,412.3610178270894,54000,274000,0,65.10100340098143,6.523507672129199,5.183364268625155,76.80787534173578,2067.816279444378,26
1.4378061,0.123161376,55.345684,5.5345683,281.72833,109.43612,-1154.728,1146.6324,369.57153,1752.9902,-186.66385,1154.2855,364.39993,1740.2607,-178.74695,1.3818129,3.3382754,18.193134,-9.130693,-0.18864037,1.0891747,2.81962,-2.8437037,-0.55300194,0.19159971,-0.02905719,-1.5860484,2.1553497,0.043347225,886.3104423190784,940.6874760226416,936.6036416017636,56000,284000,0,65.16225878917612,6.361917085014284,5.433243920095265,76.95741979428567,2144.8606152739376,27
1.6547477,0.055927616,87.2711,8.727111,159.42004,72.0115,-966.8543,956.4615,372.78534,1902.673,-143.587,963.20416,365.50787,1877.4619,-162.3077,0.88348687,3.1671216,12.961462,-8.84839,-0.093935035,1.031643,2.822021,-2.8111503,-0.49938083,0.23660405,0.083071165,-1.7577238,1.9191914,0.022945672,1083.8703878688186,1098.0719235894317,517.9245112287072,58000,294000,0,64.3810814958997,6.449154578149319,5.301579707302153,76.13181578135118,2220.9442663912196,28
2.2546449,0.17468092,97.33798,9.733798,232.14763,92.62312,-1250.5397,1238.7212,488.22067,2171.781,-148.07083,1247.1804,485.59476,2175.3052,-151.74973,1.6444303,3.4664502,15.04684,-8.348946,-0.22954004,1.0979449,3.154788,-2.7791948,-0.5407626,0.21994844,0.067368746,-1.8534453,2.2047932,0.035404403,903.1839352099958,911.1988653092018,912.0075410623942,60000,304000,0,64.91648806608282,6.401274848962203,5.317959948210046,76.63572286325507,2297.5269728128333,29
2.092485,0.05000068,89.183014,8.918302,187.61322,108.21221,-1188.9156,1181.3296,371.3144,1888.849,-98.89615,1190.7546,363.04123,1886.0681,-90.27347,1.5934025,3.3059454,18.361881,-10.55621,-0.18577032,1.1095111,2.5594156,-2.9769382,-0.5224214,0.23189421,0.08834612,-1.8145871,0.69121635,0.027458752,1106.0200402455112,1083.7533037889245,295.7613123888057,62000,314000,0,65.69212315301411,6.3487868120428175,5.254372309660539,77.29528227471747,2374.804394067498,30
1.4493257,0.0486374,74.57566,7.4575663,164.93404,77.8249,-1184.9644,1176.7749,481.82504,2025.8004,31.16778,1186.0463,476.68533,2011.8623,34.864193,1.2103443,3.345017,18.589725,-8.23972,-0.19746447,1.0525973,3.6471303,-2.984356,-0.5330672,0.21931252,0.043282628,-1.5647155,1.6563694,0.019359361,861.5557193721935,926.7838522807979,468.3353052093004,64000,324000,0,65.41288147610612,6.331155807012692,5.329474061494693,77.07351134461351,2451.71093899291,31
2.054816,0.14544752,60.08515,6.0085154,1401.6589,966.25354,-1210.6893,1194.9722,589.0156,2206.7485,-82.5957,1213.3591,575.6947,2262.6533,-16.68341,0.7338475,3.5826452,12.992844,-7.600959,-0.21824716,0.98470837,2.8133595,-2.6706495,-0.5362821,0.20325182,-0.012649208,-1.7041811,4.068099,0.041121405,1096.3274270157467,1078.859521555643,936.1174460013556,66000,334000,0,65.40985445212573,6.164547387044877,5.279878122964874,76.85427996213548,2528.8524011722766,32
1.4914048,0.11349251,96.41017,9.641017,417.61966,186.5795,-1357.509,1348.9246,270.72342,1851.2001,110.721954,1360.6348,264.21866,1871.1018,107.90028,1.9026455,3.4959512,15.031935,-6.563113,-0.18541946,1.1407531,3.168592,-2.9387867,-0.5368299,0.22268997,0.17742191,-1.750485,2.7505984,0.043824714,936.8892085073614,935.69024502641,470.5158397924926,68000,344000,0,65.38567724917084,6.452169601805508,5.341876626946032,77.17972347792238,2606.040847933851,33
2.7210436,0.09319053,134.2189,13.42189,318.20633,159.2992,-1301.2614,1283.729,312.59436,2106.4858,284.284,1301.315,297.99533,2088.4297,260.4516,1.5755074,3.0849967,13.85081,-9.771338,-0.25471485,1.0755862,2.77208,-3.0066519,-0.50881034,0.25047344,0.07784855,-1.63721,2.2589161,0.037396066,1093.6080216916075,1062.5091258889643,444.88979025724694,70000,354000,0,65.50012278999202,6.461293114116415,5.376837156713009,77.33825306082144,2683.2872623314615,34
1.2474476,0.057098396,48.868454,4.8868456,327.15182,97.78496,-811.5627,797.74274,178.99504,1093.9044,173.61156,811.8922,171.30434,1084.8079,158.74353,-0.39315936,2.5333378,11.008964,-11.640003,-0.2000597,0.847977,2.6341357,-2.4358542,-0.50675863,0.21362275,0.019393533,-1.6095366,2.8564153,0.031343203,726.1996253164781,-228.06839783116072,490.4374677228392,72000,364000,0,63.59057536907494,6.369654317153618,5.298023142386228,75.25825282861479,2758.6295995335095,35
2.2830534,0.16595528,105.313156,10.531316,216.61157,82.231804,-1429.5695,1418.2465,497.71906,2318.523,308.28522,1428.1481,494.2468,2305.7666,330.04208,1.795956,3.3913078,15.951788,-7.0036416,-0.24689002,1.1175461,3.1138196,-3.6416345,-0.5326286,0.23589237,0.06453729,-1.819912,3.360909,0.053735238,919.5463704477966,429.43890745893714,418.6511645444141,74000,374000,0,64.98359905998223,6.45422103209421,5.197204363066703,76.63502445514314,2835.2652769186534,36
1.4146268,0.10612001,48.96771,4.896771,258.91455,150.68892,-1338.1858,1332.1377,402.36066,1962.003,228.86984,1336.7527,396.86295,1953.5327,264.347,1.5484675,3.4855998,14.545494,-8.873254,-0.26675937,1.092377,2.8664894,-2.9358518,-0.5205269,0.19210973,0.042775393,-1.5379066,3.5966506,0.028423663,1109.7365984450819,1083.9329357132206,551.6887099146295,76000,384000,0,65.40856945281848,6.455030589131638,5.251289488049224,77.11488952999935,2912.4203069549985,37
1.568248,0.118127085,109.74382,10.974382,336.88248,110.88649,-1599.9127,1594.7494,288.78076,2091.2544,456.31534,1602.2446,279.8421,2078.8586,464.71094,2.5498583,3.476183,13.342751,-7.608517,-0.21829097,1.1891559,2.9601886,-2.8318183,-0.55715215,0.2543009,0.15784705,-2.1281886,3.9197288,0.046910062,975.8791809341885,444.35125514430166,1001.532732146499,78000,394000,0,65.4530396850314,6.495663043111563,5.237188227009028,77.18589095515199,2989.567427768139,38
3.3539033,0.05378859,166.65784,16.665785,191.31894,56.045204,-1602.7755,1590.7717,330.31857,2314.5674,494.9594,1601.9456,323.6834,2312.6587,533.8475,1.6866696,3.3711276,12.812023,-7.55168,-0.20084251,1.1026592,3.2476172,-2.7227569,-0.55629814,0.2424966,0.027527928,-1.8934466,0.9874563,0.024630755,1123.0481855959633,1110.5092525073292,692.8861426566865,80000,404000,0,65.33724002400413,6.457307979930192,5.271012777229771,77.0655607811641,3066.6768451214302,39
1.4065297,0.09587728,71.166824,7.1166825,203.91101,71.88114,-1487.4907,1478.4619,319.91196,2037.623,249.39247,1491.0137,314.05334,2029.8228,273.61832,2.0030565,3.4493263,12.046025,-7.1430836,-0.24457061,1.1203641,2.5956378,-2.550467,-0.5682976,0.22177358,0.010088682,-1.7077768,2.5238862,0.0303935,1000.5330323647044,1002.5662860195621,933.0853729135149,82000,414000,0,65.2493508150801,6.501330811996013,5.381790029350668,77.13247165642679,3143.713004324818,40
